Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
36,1,Travel_Rarely,1231,Sales,23,3,Marketing,1,Female,57,2,4,Manager,1,Divorced,16206,20116,8,No,22,4,4,0,18,3,2,14,9,4,11
51,0,Travel_Rarely,428,Research & Development,13,3,Medical,1,Male,99,3,2,Healthcare Representative,1,Divorced,8398,14732,8,No,20,4,3,0,8,2,3,1,1,0,1
59,0,Travel_Rarely,393,Research & Development,11,4,Other,3,Male,67,1,2,Manufacturing Director,4,Married,8592,15805,4,Yes,21,4,3,1,8,2,1,1,0,0,1
57,0,Travel_Rarely,442,Human Resources,10,1,Other,1,Female,92,2,4,Manager,1,Married,15769,9492,3,No,25,4,4,0,19,4,4,1,0,1,0
59,0,Travel_Rarely,1366,Research & Development,1,3,Technical Degree,4,Female,75,1,1,Research Scientist,3,Married,5385,26985,6,No,19,3,1,1,4,2,2,3,0,1,1
35,0,Travel_Rarely,401,Research & Development,13,3,Life Sciences,3,Male,39,3,3,Manufacturing Director,2,Single,12139,23920,0,No,16,3,3,3,8,1,3,2,0,0,0
38,1,Travel_Rarely,792,Research & Development,5,4,Technical Degree,1,Male,95,2,5,Research Director,3,Married,18113,18304,1,Yes,14,3,4,1,16,2,3,4,3,3,4
20,0,Travel_Rarely,1408,Research & Development,27,4,Technical Degree,2,Male,65,3,1,Laboratory Technician,2,Married,5369,17344,5,No,20,4,3,2,2,0,3,1,0,1,0
32,0,Travel_Frequently,1299,Sales,5,4,Other,4,Male,99,1,1,Sales Representative,2,Married,5476,18173,7,No,19,3,2,1,4,3,3,1,1,1,1
36,0,Travel_Rarely,290,Sales,6,3,Life Sciences,4,Male,92,2,1,Sales Representative,3,Divorced,5677,11048,8,No,24,4,1,0,4,2,3,3,2,2,3
43,0,Travel_Rarely,239,Research & Development,20,3,Life Sciences,4,Male,57,3,1,Laboratory Technician,4,Married,5245,8241,3,No,16,3,2,0,2,3,3,1,0,1,1
32,1,Travel_Rarely,1405,Research & Development,1,4,Other,1,Female,51,3,2,Manufacturing Director,3,Divorced,8815,22604,0,No,23,4,2,0,5,2,4,1,1,0,1
46,0,Travel_Rarely,155,Sales,25,4,Other,2,Female,34,4,4,Manager,4,Single,14368,11796,1,No,14,3,3,3,8,2,4,2,1,2,1
41,0,Travel_Rarely,1010,Sales,26,4,Marketing,3,Male,34,2,4,Manager,1,Single,15209,8024,6,No,19,3,3,2,11,3,3,2,2,2,0
56,0,Travel_Rarely,505,Research & Development,19,4,Medical,3,Male,97,3,2,Manufacturing Director,3,Single,8186,17855,6,No,21,4,4,3,6,0,2,4,3,3,0
26,0,Travel_Rarely,259,Research & Development,13,3,Life Sciences,4,Male,43,3,2,Manufacturing Director,2,Single,8004,18780,6,No,12,3,2,2,5,3,3,2,2,0,0
34,0,Travel_Rarely,127,Research & Development,19,4,Life Sciences,3,Female,56,3,2,Laboratory Technician,3,Divorced,8313,17301,0,No,16,3,1,2,5,3,1,1,0,0,0
52,1,Travel_Rarely,1195,Sales,2,3,Other,3,Female,90,3,1,Sales Representative,2,Single,4911,17380,0,No,22,4,2,0,3,2,1,1,1,1,0
59,0,Travel_Rarely,211,Sales,6,2,Other,4,Male,81,2,3,Sales Executive,3,Married,12355,20686,6,Yes,13,3,4,0,9,6,3,9,6,8,5
47,0,Travel_Rarely,1140,Research & Development,20,4,Technical Degree,2,Male,72,3,3,Manufacturing Director,4,Married,12037,4043,1,No,11,3,4,1,6,2,3,4,2,1,2
43,1,Travel_Rarely,189,Research & Development,20,3,Other,4,Male,84,1,2,Healthcare Representative,2,Single,8582,24218,4,No,25,4,4,1,10,2,3,4,0,0,3
44,0,Non-Travel,1246,Research & Development,25,3,Technical Degree,4,Female,69,3,5,Manager,2,Single,18054,4216,8,No,16,3,2,0,14,3,3,5,1,4,3
34,1,Travel_Rarely,463,Research & Development,7,3,Other,4,Female,43,3,1,Laboratory Technician,1,Married,5856,13286,6,Yes,25,4,4,1,4,5,2,3,0,3,0
45,1,Travel_Rarely,1037,Research & Development,24,2,Other,3,Male,48,3,1,Laboratory Technician,1,Married,5743,25079,3,Yes,15,3,3,2,4,6,3,2,2,1,2
33,1,Travel_Rarely,470,Research & Development,3,3,Medical,1,Male,32,2,2,Laboratory Technician,4,Married,7975,21282,8,Yes,11,3,1,1,4,1,3,4,1,0,1
32,0,Travel_Rarely,1125,Sales,19,4,Other,1,Female,46,1,1,Sales Representative,2,Married,5061,6439,3,No,22,4,1,3,3,3,3,1,0,0,0
45,0,Travel_Rarely,1087,Research & Development,13,2,Technical Degree,4,Female,47,3,5,Manager,1,Single,18817,4281,2,Yes,18,3,3,0,16,1,3,15,0,4,12
44,0,Travel_Frequently,466,Sales,3,2,Marketing,2,Female,86,1,4,Manager,2,Married,14896,20436,6,No,23,4,3,1,8,4,4,8,4,4,1
45,1,Travel_Rarely,686,Research & Development,3,4,Other,1,Female,35,4,5,Research Director,4,Divorced,19558,8120,2,Yes,24,4,4,0,25,2,4,24,5,19,20
25,0,Travel_Rarely,179,Research & Development,26,3,Life Sciences,3,Female,67,3,4,Manager,3,Single,14629,6965,6,No,19,3,1,3,8,2,3,8,4,7,1
36,1,Travel_Rarely,720,Research & Development,21,3,Other,2,Female,72,4,2,Laboratory Technician,4,Single,8930,24857,4,Yes,19,3,1,0,8,2,4,5,1,0,4
58,0,Travel_Frequently,186,Research & Development,18,1,Medical,4,Male,47,4,4,Manager,1,Married,16124,8846,1,No,14,3,1,1,19,3,3,9,9,7,3
57,0,Travel_Rarely,561,Research & Development,14,2,Life Sciences,3,Male,70,3,2,Healthcare Representative,4,Divorced,9285,14264,1,No,19,3,2,0,9,2,3,4,4,0,4
31,0,Travel_Frequently,154,Research & Development,9,1,Medical,2,Female,93,3,4,Research Director,3,Married,15664,18941,7,No,21,4,2,0,13,2,3,9,5,7,1
49,0,Travel_Rarely,148,Sales,10,4,Life Sciences,2,Male,38,4,2,Sales Executive,4,Divorced,8867,4254,4,No,17,3,3,1,9,2,3,1,0,0,1
37,0,Travel_Rarely,1033,Research & Development,12,2,Other,4,Male,55,2,1,Laboratory Technician,4,Divorced,5498,5963,7,No,23,4,2,0,4,2,2,1,0,1,1
50,0,Travel_Rarely,1037,Sales,26,3,Marketing,3,Female,54,4,2,Sales Executive,4,Divorced,8157,26401,6,No,17,3,2,2,5,0,2,4,0,2,0
30,0,Travel_Rarely,1495,Sales,29,3,Marketing,4,Male,51,1,4,Manager,4,Single,14810,2596,5,Yes,12,3,3,0,11,2,1,11,10,0,11
46,0,Travel_Rarely,1019,Research & Development,4,3,Life Sciences,4,Male,42,3,5,Manager,1,Married,17923,22603,6,No,14,3,2,2,13,2,1,2,0,2,2
45,0,Travel_Rarely,509,Research & Development,17,4,Life Sciences,3,Male,34,1,2,Laboratory Technician,4,Single,9182,14296,8,Yes,17,3,3,0,8,3,3,8,2,5,1
29,1,Travel_Rarely,1313,Research & Development,22,3,Other,1,Female,81,3,1,Laboratory Technician,1,Single,4807,16072,0,No,21,4,4,1,2,0,3,1,1,0,1
35,1,Travel_Frequently,1297,Sales,11,5,Other,2,Male,40,3,1,Sales Representative,2,Divorced,5412,3702,7,No,12,3,4,1,4,2,3,3,2,3,2
40,0,Travel_Rarely,393,Research & Development,24,2,Other,4,Male,55,4,4,Manager,2,Divorced,15545,7628,6,Yes,16,3,3,2,19,3,3,8,6,1,4
36,0,Travel_Rarely,114,Research & Development,4,4,Other,2,Male,86,2,3,Manufacturing Director,1,Single,12468,5135,2,No,16,3,2,2,15,3,3,1,1,0,1
39,0,Travel_Frequently,671,Research & Development,15,3,Medical,1,Female,81,3,1,Laboratory Technician,3,Divorced,4945,20784,3,Yes,17,3,1,1,2,2,3,1,1,0,1
41,1,Travel_Rarely,398,Research & Development,20,3,Technical Degree,2,Male,89,4,1,Laboratory Technician,4,Single,5869,2973,4,No,24,4,1,1,5,3,3,1,1,0,1
42,0,Travel_Rarely,1338,Research & Development,21,3,Other,4,Female,57,1,4,Research Director,3,Single,15702,12216,5,No,23,4,4,1,19,2,3,2,0,1,2
35,1,Travel_Rarely,232,Research & Development,19,3,Medical,3,Male,87,2,2,Healthcare Representative,4,Single,8672,6220,8,Yes,21,4,4,1,5,5,3,5,0,4,1
34,0,Travel_Rarely,1070,Research & Development,15,4,Medical,3,Female,45,3,5,Manager,3,Single,18816,4749,4,No,11,3,2,1,14,2,3,14,6,11,9
24,1,Travel_Rarely,586,Research & Development,22,3,Life Sciences,1,Male,65,3,2,Laboratory Technician,2,Married,8169,5226,8,No,11,3,1,3,4,2,3,4,4,4,4
38,0,Travel_Rarely,526,Research & Development,20,3,Technical Degree,4,Male,46,3,1,Laboratory Technician,3,Single,5891,12802,7,No,14,3,2,0,4,3,2,3,1,0,2
34,0,Travel_Rarely,1405,Research & Development,20,3,Medical,1,Female,89,4,5,Research Director,3,Single,18461,15439,7,Yes,23,4,3,0,12,5,3,3,0,1,2
27,0,Travel_Rarely,1226,Research & Development,18,5,Life Sciences,3,Male,84,2,1,Laboratory Technician,3,Divorced,5383,10696,4,No,18,3,2,1,3,3,2,3,0,3,1
26,0,Travel_Rarely,540,Research & Development,6,1,Medical,3,Female,57,3,5,Research Director,3,Married,17505,22835,3,No,17,3,4,2,10,2,3,3,3,3,3
31,0,Travel_Rarely,1161,Research & Development,13,3,Other,3,Male,57,2,1,Research Scientist,3,Single,5456,19696,8,No,18,3,3,1,3,2,1,3,3,3,3
25,1,Travel_Frequently,707,Research & Development,9,4,Other,1,Male,81,2,5,Manager,2,Single,17952,8237,7,Yes,15,3,4,2,10,2,3,4,3,0,3
51,0,Travel_Rarely,685,Research & Development,26,1,Other,4,Male,36,3,1,Laboratory Technician,2,Single,5845,5501,2,No,20,4,4,2,4,5,3,2,2,2,0
20,0,Travel_Rarely,479,Research & Development,22,3,Technical Degree,3,Male,66,3,1,Laboratory Technician,3,Divorced,4879,22141,7,No,19,3,3,0,2,4,3,2,1,1,2
22,0,Travel_Rarely,139,Research & Development,29,1,Medical,4,Male,88,2,2,Laboratory Technician,3,Married,8664,12558,4,No,13,3,3,1,4,4,4,4,2,4,0
35,0,Travel_Rarely,1257,Research & Development,5,3,Technical Degree,3,Female,87,2,5,Manager,4,Divorced,18386,17620,4,No,23,4,4,2,17,2,2,11,7,8,4
50,0,Travel_Rarely,1092,Research & Development,28,1,Other,1,Female,57,3,4,Manager,3,Divorced,15865,12087,3,No,13,3,4,3,18,2,3,6,5,2,3
40,0,Travel_Frequently,253,Sales,14,3,Medical,4,Female,83,3,3,Sales Executive,2,Single,11467,14812,6,No,23,4,4,1,9,4,3,8,0,4,8
29,0,Travel_Rarely,572,Research & Development,18,3,Technical Degree,4,Male,41,2,3,Manufacturing Director,3,Married,11789,11399,7,Yes,23,4,1,0,7,2,2,5,5,3,5
26,1,Travel_Rarely,106,Sales,22,1,Other,3,Male,83,4,2,Sales Executive,4,Married,8366,9210,5,Yes,14,3,4,1,7,4,2,5,0,5,3
28,0,Travel_Frequently,1086,Sales,18,4,Other,1,Male,88,1,2,Sales Executive,4,Married,8777,25581,3,Yes,21,4,3,2,4,1,3,1,1,1,0
21,0,Travel_Rarely,182,Sales,8,3,Medical,4,Male,51,3,1,Sales Representative,4,Married,5406,25144,6,No,15,3,1,0,3,2,3,2,1,2,0
25,0,Non-Travel,708,Sales,15,3,Medical,1,Male,89,4,1,Sales Representative,1,Divorced,5000,2881,3,No,21,4,2,0,2,2,2,1,1,0,0
47,0,Travel_Frequently,633,Research & Development,5,3,Medical,4,Female,46,2,2,Manufacturing Director,2,Married,8846,13194,5,No,23,4,4,0,10,3,2,4,2,0,4
41,1,Travel_Frequently,1253,Human Resources,23,4,Human Resources,2,Male,72,3,5,Manager,2,Married,18354,26672,6,No,15,3,3,1,14,2,3,12,3,6,3
32,1,Non-Travel,416,Research & Development,2,1,Technical Degree,4,Male,96,4,2,Research Scientist,2,Married,9053,22093,4,Yes,22,4,4,0,9,2,1,4,3,2,4
28,0,Travel_Rarely,145,Sales,20,3,Medical,2,Male,60,4,1,Sales Representative,3,Married,5724,20839,1,Yes,17,3,4,1,3,2,3,1,0,0,0
23,1,Travel_Frequently,275,Research & Development,12,3,Life Sciences,1,Female,52,3,4,Research Director,1,Divorced,14863,4427,1,No,15,3,2,0,8,3,3,1,0,1,0
58,0,Travel_Frequently,936,Research & Development,11,4,Life Sciences,3,Male,69,3,2,Research Scientist,2,Married,8505,18773,1,No,22,4,3,1,7,3,1,7,1,7,2
59,0,Travel_Rarely,267,Research & Development,15,1,Medical,4,Male,34,3,4,Research Director,3,Married,15772,21628,6,No,25,4,3,1,16,1,3,16,5,14,0
36,0,Travel_Rarely,808,Sales,28,3,Life Sciences,1,Male,37,1,1,Sales Representative,4,Married,5599,14850,5,No,15,3,4,3,4,3,3,2,0,2,2
50,0,Travel_Rarely,1249,Research & Development,25,1,Life Sciences,2,Male,98,1,4,Manager,4,Divorced,15290,11457,5,No,16,3,4,1,17,5,4,16,9,3,7
41,0,Travel_Rarely,688,Research & Development,24,3,Technical Degree,1,Female,33,4,2,Research Scientist,4,Single,8712,3656,1,No,22,4,1,0,8,2,3,1,0,0,1
57,0,Travel_Rarely,1235,Research & Development,19,3,Medical,3,Female,31,3,2,Research Scientist,2,Married,8580,19275,1,No,21,4,3,0,6,2,3,2,2,0,0
45,0,Travel_Rarely,199,Research & Development,19,1,Life Sciences,2,Male,56,3,4,Manager,3,Married,15230,8947,8,Yes,21,4,1,1,17,3,3,12,6,0,9
22,0,Travel_Rarely,681,Research & Development,26,3,Technical Degree,4,Male,60,2,4,Manager,1,Divorced,14596,22616,3,No,21,4,2,1,8,2,3,1,0,0,0
23,1,Travel_Frequently,1436,Research & Development,25,3,Other,4,Female,95,4,3,Manufacturing Director,1,Divorced,11354,10526,1,No,14,3,2,0,6,0,1,1,0,1,0
43,1,Travel_Rarely,1271,Research & Development,2,1,Life Sciences,3,Male,64,3,4,Manager,1,Single,15107,16255,7,Yes,13,3,4,1,8,6,3,8,4,7,7
37,0,Travel_Rarely,897,Research & Development,12,3,Other,2,Male,30,4,2,Laboratory Technician,1,Single,8377,24522,1,No,16,3,3,0,7,2,4,4,0,2,3
45,1,Travel_Rarely,129,Research & Development,15,2,Life Sciences,2,Male,74,3,4,Research Director,1,Married,16041,4839,0,Yes,14,3,3,1,20,2,2,6,5,6,6
32,0,Travel_Rarely,198,Research & Development,7,3,Other,2,Female,38,3,3,Manufacturing Director,1,Divorced,12255,26683,4,No,11,3,1,0,14,6,3,10,0,9,7
28,0,Travel_Rarely,993,Sales,16,1,Other,3,Female,44,3,4,Manager,4,Married,15311,4003,8,Yes,18,3,3,1,10,2,2,7,4,1,6
41,1,Travel_Frequently,1144,Research & Development,19,4,Medical,4,Female,70,1,2,Research Scientist,4,Married,8195,14448,5,Yes,19,3,2,0,4,4,3,1,1,0,1
51,0,Travel_Rarely,1175,Research & Development,25,3,Life Sciences,3,Male,94,2,2,Healthcare Representative,4,Single,8899,8098,8,Yes,16,3,1,1,10,0,3,6,4,0,6
35,0,Travel_Rarely,714,Research & Development,18,3,Other,2,Male,68,4,5,Research Director,2,Married,17755,19926,7,No,24,4,4,1,12,3,3,8,3,5,8
43,1,Travel_Frequently,189,Sales,2,3,Medical,2,Male,58,2,1,Sales Representative,4,Married,5844,24235,3,No,18,3,2,2,5,3,2,5,3,4,5
29,0,Travel_Rarely,117,Research & Development,5,2,Other,1,Female,82,3,4,Manager,4,Married,15092,7999,4,Yes,19,3,2,1,11,3,3,8,4,2,4
27,0,Travel_Frequently,1435,Research & Development,13,4,Medical,1,Female,82,3,3,Healthcare Representative,3,Single,12032,5924,2,No,13,3,3,1,9,4,3,8,0,6,8
37,0,Travel_Frequently,1067,Research & Development,16,2,Life Sciences,3,Male,58,1,2,Manufacturing Director,2,Divorced,9032,9313,6,No,15,3,1,0,8,2,3,7,2,3,7
36,1,Travel_Rarely,1418,Research & Development,17,5,Technical Degree,2,Male,40,4,2,Healthcare Representative,2,Married,8771,9639,7,No,14,3,4,1,10,5,3,2,2,1,2
58,1,Travel_Rarely,942,Research & Development,11,4,Life Sciences,2,Male,74,3,1,Laboratory Technician,3,Married,5215,3442,5,Yes,13,3,2,0,2,3,2,2,1,1,2
46,0,Travel_Rarely,1198,Sales,16,1,Life Sciences,3,Female,35,2,4,Manager,4,Single,15642,17258,6,No,20,4,2,0,12,3,3,5,3,5,3
56,0,Travel_Rarely,552,Research & Development,4,1,Other,2,Female,92,2,2,Manufacturing Director,3,Married,9026,16263,4,No,11,3,3,2,9,1,3,3,2,2,0
43,1,Travel_Frequently,830,Research & Development,23,4,Life Sciences,3,Male,48,3,3,Manufacturing Director,4,Divorced,12153,5110,8,No,17,3,3,2,8,2,3,8,0,4,0
24,0,Travel_Rarely,584,Research & Development,7,2,Life Sciences,4,Male,81,4,2,Manufacturing Director,4,Single,8266,7651,8,No,11,3,1,1,6,3,3,4,4,2,1
24,0,Travel_Rarely,1187,Research & Development,20,3,Technical Degree,2,Female,87,3,2,Manufacturing Director,4,Married,8125,18413,0,No,13,3,1,0,6,1,3,3,3,0,3
40,1,Travel_Rarely,1185,Sales,4,3,Life Sciences,2,Female,80,2,1,Sales Representative,3,Married,5643,9811,4,No,18,3,2,1,2,3,3,1,0,0,0
35,1,Travel_Frequently,754,Sales,7,2,Other,3,Female,90,2,4,Manager,4,Divorced,15299,5309,5,Yes,24,4,3,3,15,3,3,13,12,11,0
30,1,Travel_Rarely,321,Research & Development,14,4,Life Sciences,2,Male,88,2,1,Laboratory Technician,3,Divorced,5170,10567,1,Yes,19,3,4,1,5,2,4,1,0,0,1
59,0,Non-Travel,1437,Research & Development,29,3,Medical,2,Male,86,3,4,Manager,3,Married,15785,4294,1,No,16,3,1,2,18,3,3,11,5,8,5
43,0,Travel_Rarely,548,Sales,15,4,Medical,4,Female,94,3,1,Sales Representative,4,Divorced,5892,7885,8,No,21,4,3,1,5,2,3,1,0,1,0
53,1,Travel_Rarely,1257,Research & Development,6,1,Technical Degree,3,Female,79,3,2,Healthcare Representative,3,Married,8810,3543,4,No,18,3,3,0,6,5,3,2,1,0,2
24,0,Travel_Rarely,1165,Research & Development,2,1,Other,1,Female,56,3,1,Research Scientist,3,Married,4871,15185,4,No,16,3,4,0,3,3,3,3,3,3,2
31,0,Travel_Rarely,622,Research & Development,5,3,Life Sciences,3,Female,54,3,1,Laboratory Technician,4,Single,5515,10999,5,No,19,3,3,2,4,4,4,2,1,2,2
30,1,Travel_Frequently,292,Research & Development,21,1,Life Sciences,2,Male,47,2,2,Healthcare Representative,1,Divorced,8334,8535,2,Yes,19,3,2,0,7,2,1,1,1,1,1
20,0,Travel_Rarely,732,Research & Development,6,3,Other,3,Male,92,4,2,Healthcare Representative,1,Married,8607,10283,6,No,17,3,4,0,4,2,4,2,2,2,1
58,1,Travel_Rarely,832,Research & Development,19,4,Life Sciences,3,Male,67,4,2,Healthcare Representative,3,Married,8527,14872,5,Yes,11,3,3,0,8,3,2,6,5,4,4
42,0,Travel_Rarely,864,Research & Development,26,4,Technical Degree,4,Male,85,3,4,Research Director,4,Divorced,15605,13859,6,No,15,3,3,2,17,2,3,2,0,0,0
54,0,Travel_Rarely,404,Research & Development,11,2,Life Sciences,4,Male,56,3,4,Manager,1,Married,15382,4519,6,Yes,11,3,2,2,14,3,2,8,5,3,8
42,0,Travel_Rarely,753,Research & Development,19,4,Other,3,Male,39,4,5,Manager,2,Single,18392,24432,4,Yes,21,4,4,1,15,0,4,7,7,2,4
25,1,Travel_Rarely,1032,Research & Development,19,5,Life Sciences,2,Male,46,2,2,Laboratory Technician,3,Divorced,9157,24605,0,Yes,16,3,3,0,7,2,3,5,4,2,4
41,1,Travel_Frequently,808,Research & Development,15,3,Life Sciences,4,Female,98,2,1,Research Scientist,3,Married,5274,23227,0,No,17,3,4,1,5,3,3,3,3,0,1
32,0,Travel_Rarely,619,Sales,4,4,Marketing,4,Male,63,3,5,Manager,3,Married,18513,19480,6,Yes,19,3,2,0,14,6,3,6,1,0,5
28,1,Non-Travel,1488,Sales,22,3,Medical,1,Male,72,4,1,Sales Representative,3,Divorced,5328,18169,3,Yes,18,3,4,3,5,4,2,2,2,2,2
32,0,Travel_Rarely,1011,Research & Development,19,3,Technical Degree,1,Male,81,3,4,Research Director,4,Divorced,15067,21009,5,No,16,3,4,1,12,4,3,6,2,3,3
45,1,Travel_Rarely,1413,Research & Development,29,4,Life Sciences,3,Female,53,3,3,Healthcare Representative,1,Single,12184,16135,4,Yes,17,3,4,1,7,3,3,3,3,1,1
32,0,Travel_Rarely,104,Research & Development,4,3,Life Sciences,1,Male,90,1,2,Manufacturing Director,1,Married,8375,18771,0,No,18,3,3,1,5,1,1,4,0,2,3
59,0,Travel_Frequently,490,Research & Development,5,4,Other,4,Male,30,1,2,Manufacturing Director,4,Married,9165,6915,4,No,12,3,1,0,8,4,3,6,0,6,4
31,0,Travel_Frequently,1314,Research & Development,6,2,Other,3,Female,95,2,2,Manufacturing Director,4,Single,8652,2498,2,No,18,3,4,2,7,2,1,7,5,1,5
55,0,Travel_Rarely,329,Research & Development,5,2,Other,2,Female,56,2,3,Manufacturing Director,1,Married,11708,23236,2,Yes,22,4,3,1,9,3,3,4,1,4,3
33,0,Non-Travel,935,Research & Development,25,3,Other,1,Female,50,3,1,Laboratory Technician,3,Divorced,5369,20778,7,No,20,4,1,0,2,3,3,2,0,0,1
38,1,Travel_Frequently,1280,Research & Development,17,1,Life Sciences,1,Female,39,3,4,Research Director,2,Married,14632,18075,6,Yes,13,3,1,2,11,5,2,2,2,1,2
46,1,Non-Travel,686,Research & Development,19,3,Other,3,Male,36,3,2,Manufacturing Director,3,Single,7935,19893,1,No,13,3,4,0,4,2,2,2,1,1,1
51,1,Travel_Rarely,802,Research & Development,21,4,Life Sciences,1,Male,92,2,2,Manufacturing Director,3,Divorced,8923,20031,3,Yes,16,3,1,0,7,3,3,4,3,0,0
30,1,Travel_Frequently,1223,Sales,9,5,Marketing,2,Male,82,2,2,Sales Executive,3,Married,8525,25557,5,Yes,20,4,4,1,5,0,1,1,0,1,1
53,0,Travel_Rarely,369,Human Resources,7,4,Other,4,Male,62,1,5,Manager,3,Married,18389,19390,3,Yes,16,3,4,1,10,3,2,4,4,3,2
43,1,Travel_Frequently,247,Sales,14,2,Medical,2,Female,74,3,1,Sales Representative,1,Married,5428,14245,8,No,12,3,1,1,5,4,1,4,3,4,3
29,0,Travel_Rarely,1116,Sales,13,1,Life Sciences,1,Male,64,2,3,Sales Executive,1,Married,12190,18025,4,No,19,3,4,1,11,0,3,3,1,3,1
43,0,Travel_Rarely,131,Sales,19,2,Medical,2,Female,78,3,1,Sales Representative,1,Single,5506,21358,6,No,22,4,1,1,2,4,3,2,0,2,0
34,0,Travel_Rarely,1487,Sales,11,3,Marketing,4,Female,80,4,1,Sales Representative,4,Divorced,5831,23563,4,Yes,17,3,4,1,5,1,2,2,0,0,2
33,0,Travel_Frequently,212,Research & Development,26,2,Life Sciences,1,Male,68,3,2,Manufacturing Director,4,Married,8759,11491,4,Yes,11,3,3,1,9,3,3,2,2,1,2
57,1,Travel_Rarely,1335,Research & Development,17,2,Medical,3,Male,46,3,2,Healthcare Representative,1,Married,8217,3647,2,Yes,16,3,4,1,4,2,3,4,1,1,4
48,1,Travel_Rarely,776,Sales,5,1,Marketing,4,Female,89,3,1,Sales Representative,1,Married,5220,7431,2,Yes,20,4,1,1,2,1,2,1,0,0,0
26,1,Travel_Rarely,447,Sales,26,4,Marketing,2,Male,95,4,2,Sales Executive,3,Single,8338,13788,4,No,12,3,1,1,8,4,1,4,3,1,3
51,0,Travel_Rarely,994,Research & Development,16,4,Medical,1,Male,97,3,2,Manufacturing Director,4,Divorced,9373,3329,0,No,21,4,4,1,10,3,2,10,1,4,5
38,0,Travel_Frequently,1032,Sales,3,4,Medical,4,Female,49,3,1,Sales Representative,4,Married,5581,17104,7,Yes,19,3,4,1,4,3,4,4,3,0,0
55,0,Travel_Rarely,390,Research & Development,25,4,Other,2,Female,96,1,2,Manufacturing Director,3,Divorced,8609,22667,7,No,17,3,4,0,9,2,3,8,7,6,6
49,0,Travel_Rarely,372,Research & Development,14,3,Life Sciences,4,Female,79,3,1,Laboratory Technician,4,Single,5344,12111,5,No,16,3,3,0,5,2,4,5,0,2,1
58,0,Travel_Rarely,595,Sales,10,3,Life Sciences,2,Male,46,3,1,Sales Representative,2,Single,4957,15445,0,No,25,4,3,1,4,0,2,1,0,0,0
28,1,Travel_Rarely,1329,Research & Development,12,3,Medical,2,Male,81,3,2,Manufacturing Director,1,Single,9051,21615,8,No,11,3,4,1,8,6,3,2,1,1,2
29,0,Non-Travel,1333,Sales,9,3,Life Sciences,4,Male,72,2,1,Sales Representative,4,Divorced,5509,15855,5,No,11,3,3,0,4,6,3,1,1,1,1
38,1,Travel_Rarely,1354,Research & Development,2,1,Medical,1,Male,34,3,2,Healthcare Representative,2,Married,9392,24838,2,Yes,23,4,1,0,10,3,3,7,7,6,2
55,0,Non-Travel,480,Sales,9,1,Other,3,Female,31,3,2,Sales Executive,3,Single,8292,7722,1,No,23,4,2,0,6,3,1,2,2,1,2
20,0,Travel_Rarely,557,Research & Development,22,3,Medical,1,Male,74,3,3,Manufacturing Director,4,Married,11393,2732,3,No,20,4,2,0,6,4,2,5,3,0,2
50,0,Travel_Rarely,1179,Research & Development,5,3,Medical,1,Female,87,3,2,Healthcare Representative,2,Single,8624,19618,4,No,14,3,2,1,8,5,3,1,0,1,1
57,1,Travel_Rarely,1030,Sales,26,3,Other,4,Male,92,2,1,Sales Representative,4,Single,5922,2099,8,Yes,12,3,1,1,5,2,3,3,1,3,2
52,0,Travel_Rarely,1121,Research & Development,7,2,Medical,3,Male,64,3,3,Healthcare Representative,1,Married,12022,8312,7,No,24,4,4,1,11,2,1,10,3,7,6
54,1,Travel_Rarely,653,Sales,22,3,Marketing,2,Male,97,3,1,Sales Representative,2,Single,5197,26685,2,Yes,24,4,4,0,5,3,3,1,0,0,1
54,0,Non-Travel,764,Research & Development,3,4,Life Sciences,3,Female,87,1,2,Manufacturing Director,2,Divorced,8845,14014,5,Yes,17,3,3,1,7,1,2,4,1,0,1
23,1,Travel_Rarely,1320,Research & Development,17,4,Other,3,Female,58,4,1,Laboratory Technician,3,Single,5545,25990,7,Yes,15,3,4,1,4,0,3,4,4,2,0
42,1,Non-Travel,1021,Sales,26,2,Life Sciences,4,Female,76,2,5,Manager,4,Divorced,18539,9559,2,Yes,19,3,3,1,15,3,3,1,1,0,0
20,0,Travel_Rarely,656,Research & Development,4,2,Medical,4,Male,37,1,3,Healthcare Representative,4,Married,11623,10200,0,No,11,3,1,0,6,3,2,2,1,2,1
59,1,Travel_Frequently,1218,Sales,18,2,Marketing,4,Female,58,1,1,Sales Representative,4,Divorced,5638,5790,4,No,19,3,2,0,3,4,1,1,1,1,0
43,0,Travel_Rarely,149,Research & Development,24,4,Life Sciences,1,Female,69,3,3,Manufacturing Director,3,Single,11744,12582,5,Yes,12,3,4,1,11,2,3,11,11,3,4
32,0,Travel_Rarely,275,Research & Development,18,3,Medical,1,Male,95,3,2,Healthcare Representative,1,Married,8946,6630,1,No,15,3,1,0,7,3,3,7,4,0,6
